j,t,Girls,Boys,Women,Men
10407001099,2004,1,1,1,1
10407001104,2004,1,1,2,1
10407001109,2004,2,2,1,1
10407001118,2004,0,0,1,1
10407001128,2004,1,1,1,1
10407001137,2004,0,0,0,1
10407001138,2004,0,0,0,1
10407001139,2004,1,1,1,1
10408005006,2004,1,1,3,2
10408005029,2004,0,0,1,1
10408005030,2004,0,0,1,1
10408005041,2004,3,3,1,1
10408005053,2004,0,0,1,0
10408005077,2004,1,1,1,1
10408005088,2004,0,0,1,2
10408005089,2004,1,1,2,1
10408005106,2004,4,4,2,2
10408005111,2004,0,0,1,1
10408005112,2004,1,1,1,2
10408005136,2004,0,0,1,1
10408005151,2004,1,1,1,1
10408005180,2004,0,0,1,1
10408005182,2004,1,1,1,1
10408005187,2004,1,1,1,0
10408005192,2004,0,0,1,1
10408005212,2004,0,0,1,1
10408005220,2004,0,0,0,1
10408005228,2004,4,4,2,3
10408007006,2004,1,1,1,1
10408007007,2004,2,2,1,1
10408007022,2004,4,4,1,1
10408007028,2004,0,0,0,1
10408007073,2004,0,0,1,3
10408007075,2004,2,2,1,1
10408007123,2004,3,3,1,1
10408007127,2004,0,0,1,1
10408007130,2004,0,0,1,1
10408007141,2004,0,0,1,1
10408007149,2004,0,0,1,0
10408007152,2004,3,3,1,1
10408007157,2004,0,0,1,4
10408007173,2004,2,2,1,2
10408007176,2004,0,0,1,1
10408007188,2004,1,1,1,1
10408007195,2004,0,0,1,1
10408007200,2004,1,1,1,0
10408007211,2004,0,0,1,1
10408007256,2004,1,1,1,1
10409001002,2004,0,0,0,1
10409001043,2004,1,1,1,0
10409001045,2004,0,0,1,1
10409001079,2004,0,0,1,1
10409001143,2004,1,1,1,3
10409001155,2004,0,0,1,1
10409001166,2004,3,3,2,1
10409001203,2004,1,1,1,2
10409001208,2004,0,0,1,1
10409001272,2004,1,1,1,1
10409001285,2004,1,1,1,1
10409001286,2004,1,1,1,1
10409001305,2004,1,1,1,1
10409001308,2004,0,0,1,1
10409001313,2004,0,0,1,0
10409001338,2004,0,0,1,1
10409001368,2004,2,2,1,2
10409001376,2004,2,2,1,1
10409001406,2004,0,0,0,1
10409001446,2004,0,0,1,0
10420704028,2004,1,1,1,2
10420704051,2004,0,0,0,2
10420704061,2004,0,0,1,1
10420704094,2004,0,0,1,1
10420704114,2004,0,0,0,1
10420704128,2004,0,0,2,2
10420704132,2004,0,0,1,1
10420704177,2004,0,0,1,0
10420704197,2004,0,0,1,1
10420704198,2004,0,0,2,1
10420704200,2004,1,1,1,1
10420704203,2004,0,0,2,1
10420704213,2004,1,1,1,1
10420704256,2004,0,0,0,1
10420704275,2004,0,0,1,1
10420704281,2004,0,0,1,2
10420704286,2004,0,0,1,1
10420704289,2004,0,0,2,1
10420704294,2004,3,3,1,2
10420704299,2004,0,0,2,2
10501029011,2004,0,0,1,1
10501029019,2004,1,1,1,1
10501029027,2004,2,2,1,1
10501029050,2004,2,2,1,1
10501029053,2004,0,0,1,2
10501029082,2004,4,4,4,2
10501029084,2004,2,2,1,1
10501029090,2004,0,0,1,1
10501029093,2004,2,2,1,1
10501029100,2004,4,4,2,1
10501029117,2004,5,5,4,3
10501029144,2004,3,3,3,1
10501029164,2004,1,1,1,1
10501029201,2004,4,4,1,1
10501029202,2004,2,2,1,1
10501029219,2004,1,1,1,1
10501029242,2004,2,2,2,2
10501029341,2004,0,0,1,1
10501029342,2004,1,1,1,1
10501029348,2004,0,0,4,1
10501043003,2004,3,3,1,1
10501043018,2004,4,4,1,1
10501043050,2004,2,2,1,1
10501043068,2004,1,1,1,1
10501043075,2004,1,1,1,1
10501043087,2004,2,2,2,1
10501043096,2004,3,3,2,1
10501043097,2004,4,4,4,4
10501043107,2004,1,1,1,1
10501043119,2004,1,1,2,1
10501043120,2004,0,0,1,1
10501043141,2004,1,1,1,4
10501043172,2004,0,0,1,1
10501043205,2004,1,1,1,1
10501043219,2004,1,1,3,3
10501043223,2004,0,0,1,1
10501043244,2004,1,1,1,1
10501043264,2004,4,4,1,3
10501043311,2004,0,0,1,1
10501043321,2004,0,0,1,1
10501048001,2004,3,3,1,3
10501048046,2004,0,0,1,1
10501048059,2004,2,2,1,1
10501048098,2004,0,0,1,1
10501048138,2004,2,2,2,1
10501048141,2004,2,2,1,1
10501048156,2004,1,1,1,3
10501048163,2004,1,1,2,2
10501048193,2004,2,2,2,1
10501048198,2004,0,0,2,0
10501048209,2004,0,0,1,1
10501048219,2004,0,0,1,1
10501048226,2004,1,1,2,1
10501048248,2004,1,1,1,1
10501048252,2004,3,3,1,1
10501048268,2004,0,0,3,3
10501048269,2004,1,1,1,1
10501048272,2004,1,1,1,1
10501048276,2004,1,1,2,1
10501048306,2004,3,3,1,2
10501049008,2004,2,2,1,1
10501049048,2004,2,2,2,1
10501049054,2004,2,2,1,2
10501049062,2004,2,2,1,1
10501049064,2004,3,3,1,1
10501049118,2004,3,3,1,1
10501049268,2004,4,4,2,1
10501049299,2004,0,0,1,2
10501049300,2004,1,1,1,1
10501049318,2004,0,0,1,3
10501049323,2004,1,1,2,1
10501049329,2004,2,2,1,1
10501049334,2004,2,2,3,3
10501049358,2004,1,1,1,1
10501049372,2004,0,0,1,3
10501049388,2004,3,3,2,2
10501049389,2004,0,0,1,1
10501049398,2004,0,0,1,1
10501049442,2004,2,2,1,3
10501049465,2004,0,0,1,3
10501052018,2004,0,0,2,1
10501052025,2004,1,1,2,1
10501052028,2004,0,0,1,1
10501052031,2004,1,1,1,1
10501052035,2004,2,2,2,4
10501052043,2004,1,1,2,1
10501052141,2004,2,2,2,0
10501052149,2004,5,5,2,2
10501052179,2004,3,3,1,1
10501052182,2004,4,4,1,1
10501052193,2004,1,1,2,2
10501052195,2004,1,1,1,1
10501052199,2004,1,1,1,1
10501052210,2004,1,1,3,2
10501052220,2004,3,3,2,1
10501052248,2004,1,1,3,2
10501052257,2004,2,2,2,2
10501052268,2004,2,2,4,2
10501052273,2004,0,0,2,3
10501052285,2004,3,3,2,1
10501059015,2004,2,2,1,1
10501059022,2004,0,0,1,1
10501059034,2004,1,1,2,0
10501059043,2004,1,1,1,1
10501059066,2004,1,1,1,1
10501059080,2004,1,1,1,1
10501059089,2004,2,2,1,0
10501059095,2004,0,0,2,2
10501059106,2004,0,0,2,2
10501059123,2004,1,1,1,1
10501059134,2004,0,0,0,1
10501059173,2004,8,8,2,2
10501059175,2004,1,1,2,2
10501059312,2004,1,1,1,1
10501059351,2004,4,4,1,1
10501059360,2004,4,4,2,1
10501059366,2004,3,3,1,1
10501059373,2004,2,2,1,1
10501059376,2004,0,0,1,2
10501059388,2004,1,1,1,1
10502044011,2004,2,2,1,1
10502044018,2004,0,0,1,2
10502044021,2004,4,4,1,1
10502044024,2004,1,1,1,1
10502044037,2004,2,2,0,2
10502044079,2004,1,1,1,2
10502044094,2004,2,2,1,1
10502044098,2004,1,1,1,1
10502044121,2004,1,1,1,1
10502044125,2004,4,4,1,0
10502044136,2004,0,0,1,1
10502044143,2004,4,4,3,0
10502044159,2004,1,1,1,1
10502044174,2004,0,0,1,1
10502044187,2004,1,1,2,1
10502044190,2004,4,4,1,2
10502044206,2004,3,3,1,1
10502044210,2004,1,1,1,0
10502044213,2004,3,3,2,2
10502044237,2004,1,1,1,0
10502053011,2004,0,0,0,1
10502053028,2004,2,2,1,0
10502053040,2004,1,1,1,1
10502053045,2004,2,2,1,0
10502053048,2004,0,0,1,2
10502053055,2004,0,0,1,0
10502053057,2004,0,0,1,1
10502053064,2004,1,1,1,1
10502053092,2004,0,0,1,1
10502053099,2004,2,2,1,1
10502053129,2004,4,4,1,1
10502053155,2004,2,2,1,1
10502053166,2004,2,2,1,1
10502053174,2004,2,2,1,1
10502053177,2004,1,1,1,0
10502053196,2004,1,1,1,1
10502053197,2004,2,2,2,2
10502053213,2004,1,1,1,1
10502053218,2004,0,0,1,1
10502053219,2004,4,4,1,2
10503014017,2004,0,0,1,1
10503014055,2004,0,0,1,1
10503014057,2004,1,1,1,1
10503014081,2004,0,0,1,1
10503014090,2004,2,2,1,1
10503014094,2004,1,1,1,1
10503014103,2004,0,0,1,0
10503014126,2004,2,2,1,2
10503014128,2004,0,0,1,0
10503014170,2004,2,2,2,1
10503014174,2004,2,2,1,0
10503014203,2004,5,5,2,1
10503014228,2004,1,1,1,3
10503014270,2004,1,1,1,2
10503014281,2004,0,0,1,1
10503014294,2004,3,3,1,2
10503014313,2004,2,2,2,1
10503014318,2004,3,3,1,3
10503014319,2004,2,2,1,1
10503014337,2004,2,2,1,3
10504007002,2004,0,0,1,1
10504007034,2004,1,1,1,1
10504007043,2004,0,0,1,0
10504007053,2004,0,0,1,1
10504007056,2004,0,0,2,0
10504007061,2004,2,2,1,1
10504007095,2004,0,0,1,1
10504007099,2004,2,2,1,1
10504007105,2004,1,1,1,1
10504007108,2004,0,0,1,1
10504007109,2004,3,3,1,1
10504007116,2004,1,1,1,1
10504007121,2004,0,0,1,1
10504007142,2004,0,0,0,1
10504007150,2004,1,1,1,2
10504007153,2004,0,0,0,1
10504007156,2004,2,2,1,2
10504007164,2004,0,0,1,0
10504007167,2004,2,2,1,1
10504007171,2004,0,0,1,0
10505013008,2004,4,4,1,3
10505013015,2004,1,1,1,1
10505013092,2004,2,2,1,1
10505013097,2004,2,2,1,1
10505013106,2004,1,1,1,4
10505013124,2004,3,3,1,1
10505013127,2004,1,1,1,1
10505013186,2004,2,2,1,1
10505013239,2004,2,2,1,1
10505013250,2004,0,0,0,1
10505013269,2004,0,0,0,3
10505013303,2004,1,1,1,1
10505013311,2004,1,1,1,1
10505013322,2004,0,0,1,0
10505013346,2004,0,0,2,0
10505013359,2004,0,0,1,1
10505013367,2004,1,1,1,1
10505013379,2004,2,2,1,2
10505013457,2004,1,1,5,2
10505013486,2004,0,0,1,1
10505021028,2004,0,0,1,1
10505021052,2004,2,2,1,1
10505021053,2004,1,1,2,1
10505021068,2004,2,2,1,0
10505021079,2004,0,0,1,1
10505021088,2004,0,0,1,1
10505021095,2004,0,0,1,1
10505021147,2004,1,1,1,1
10505021171,2004,0,0,1,1
10505021204,2004,1,1,2,1
10505021214,2004,1,1,1,1
10505021245,2004,1,1,1,1
10505021262,2004,1,1,1,1
10505021265,2004,2,2,1,1
10505021326,2004,2,2,1,1
10505021351,2004,2,2,1,1
10505021357,2004,1,1,1,1
10505021388,2004,1,1,1,1
10505021426,2004,1,1,1,1
10505021439,2004,0,0,1,1
10505023001,2004,2,2,1,1
10505023037,2004,0,0,1,1
10505023047,2004,3,3,2,2
10505023057,2004,0,0,1,0
10505023062,2004,0,0,1,1
10505023078,2004,0,0,2,1
10505023107,2004,2,2,1,2
10505023132,2004,2,2,1,2
10505023134,2004,4,4,1,1
10505023189,2004,2,2,2,1
10505023197,2004,0,0,1,1
10505023229,2004,0,0,1,1
10505023234,2004,3,3,1,1
10505023246,2004,2,2,2,1
10505023251,2004,1,1,1,1
10505023289,2004,0,0,1,1
10505023311,2004,0,0,0,1
10505023322,2004,0,0,1,1
10505023356,2004,2,2,3,0
10505023376,2004,2,2,1,1
10505034055,2004,3,3,1,1
10505034084,2004,0,0,1,0
10505034103,2004,0,0,0,1
10505034108,2004,0,0,2,1
10505034147,2004,1,1,1,1
10505034172,2004,1,1,1,1
10505034272,2004,3,3,2,1
10505034276,2004,0,0,1,1
10505034320,2004,2,2,1,1
10505034333,2004,2,2,1,1
10505034334,2004,1,1,1,1
10505034351,2004,1,1,1,1
10505034356,2004,1,1,0,1
10505034363,2004,0,0,0,1
10505034383,2004,3,3,2,2
10505034417,2004,0,0,1,1
10505034432,2004,0,0,1,3
10505034449,2004,1,1,1,2
10505034468,2004,2,2,1,2
10505034508,2004,0,0,2,4
10505043003,2004,3,3,3,1
10505043027,2004,0,0,1,1
10505043060,2004,2,2,1,1
10505043066,2004,0,0,1,1
10505043104,2004,1,1,4,2
10505043108,2004,0,0,1,1
10505043169,2004,1,1,1,1
10505043174,2004,1,1,1,1
10505043182,2004,3,3,1,1
10505043195,2004,0,0,1,0
10505043196,2004,0,0,1,0
10505043234,2004,2,2,1,1
10505043280,2004,1,1,1,1
10505043300,2004,1,1,1,1
10505043362,2004,0,0,0,1
10505043407,2004,0,0,2,2
10505043431,2004,2,2,1,1
10505043524,2004,1,1,1,2
10505043542,2004,1,1,1,1
10505043588,2004,1,1,2,1
10505048004,2004,1,1,1,1
10505048014,2004,0,0,1,1
10505048040,2004,2,2,1,1
10505048055,2004,1,1,1,1
10505048076,2004,1,1,2,1
10505048077,2004,0,0,1,1
10505048085,2004,3,3,1,1
10505048090,2004,0,0,1,1
10505048092,2004,1,1,1,1
10505048121,2004,0,0,2,2
10505048140,2004,1,1,1,0
10505048142,2004,1,1,1,1
10505048143,2004,0,0,2,2
10505048148,2004,1,1,1,2
10505048156,2004,1,1,1,0
10505048163,2004,1,1,2,1
10505048180,2004,2,2,1,1
10505048207,2004,0,0,1,3
10505048258,2004,0,0,1,1
10505048264,2004,3,3,1,1
10507025023,2004,2,2,2,2
10507025109,2004,3,3,2,1
10507025127,2004,2,2,4,3
10507025183,2004,0,0,1,1
10507025189,2004,4,4,5,6
10507025197,2004,3,3,4,3
10507025236,2004,1,1,3,3
10507025240,2004,2,2,1,1
10507025262,2004,1,1,2,3
10507025278,2004,0,0,2,1
10507025310,2004,1,1,1,1
10507025313,2004,0,0,1,1
10507025324,2004,2,2,2,3
10507025326,2004,0,0,1,1
10507025338,2004,1,1,1,1
10507025349,2004,2,2,1,3
10507025351,2004,4,4,3,3
10507025357,2004,0,0,1,1
10507025360,2004,3,3,2,4
10507025376,2004,0,0,1,1
10508006002,2004,4,4,1,1
10508006058,2004,0,0,1,2
10508006073,2004,0,0,1,1
10508006122,2004,0,0,2,0
10508006144,2004,1,1,3,1
10508006148,2004,3,3,2,1
10508006151,2004,4,4,1,2
10508006154,2004,0,0,2,4
10508006164,2004,4,4,2,2
10508006218,2004,2,2,1,2
10508006232,2004,1,1,1,1
10508006240,2004,1,1,2,1
10508006248,2004,0,0,1,1
10508006290,2004,1,1,1,1
10508006340,2004,1,1,1,1
10508006358,2004,3,3,2,3
10508006391,2004,4,4,1,1
10508006396,2004,3,3,2,1
10508006435,2004,1,1,2,2
10508006475,2004,5,5,3,1
10508012015,2004,0,0,1,1
10508012016,2004,2,2,1,2
10508012029,2004,0,0,2,3
10508012050,2004,0,0,0,1
10508012066,2004,1,1,1,1
10508012069,2004,1,1,1,2
10508012092,2004,2,2,1,1
10508012172,2004,3,3,1,1
10508012174,2004,4,4,1,1
10508012178,2004,1,1,1,1
10508012184,2004,2,2,3,2
10508012206,2004,0,0,1,1
10508012219,2004,1,1,1,1
10508012232,2004,3,3,1,1
10508012240,2004,2,2,1,1
10508012275,2004,2,2,3,2
10508012281,2004,0,0,1,1
10508012287,2004,3,3,1,2
10508012304,2004,1,1,1,1
10508012337,2004,1,1,2,2
10508013012,2004,1,1,1,0
10508013022,2004,4,4,1,1
10508013028,2004,0,0,1,1
10508013030,2004,1,1,2,3
10508013038,2004,2,2,2,2
10508013041,2004,1,1,1,1
10508013042,2004,1,1,1,1
10508013073,2004,1,1,0,1
10508013083,2004,0,0,1,1
10508013088,2004,2,2,4,3
10508013120,2004,0,0,3,1
10508013127,2004,2,2,2,3
10508013144,2004,0,0,1,1
10508013147,2004,1,1,2,2
10508013169,2004,2,2,1,2
10508013199,2004,0,0,1,2
10508013212,2004,0,0,0,1
10508013220,2004,0,0,1,2
10508013238,2004,3,3,1,1
10508013253,2004,2,2,1,2
10509006013,2004,0,0,2,1
10509006015,2004,2,2,1,1
10509006018,2004,2,2,1,1
10509006041,2004,1,1,1,1
10509006056,2004,1,1,1,1
10509006058,2004,2,2,1,1
10509006060,2004,2,2,2,3
10509006073,2004,1,1,1,1
10509006100,2004,1,1,2,1
10509006104,2004,0,0,1,0
10509006107,2004,3,3,3,1
10509006117,2004,0,0,1,1
10509006141,2004,1,1,2,2
10509006143,2004,1,1,1,1
10509006150,2004,2,2,1,1
10509006152,2004,1,1,1,0
10509006157,2004,4,4,1,1
10509006159,2004,1,1,3,0
10509006174,2004,3,3,1,1
10509006177,2004,1,1,1,1
10509009044,2004,0,0,1,1
10509009057,2004,0,0,1,1
10509009063,2004,0,0,1,0
10509009080,2004,4,4,1,1
10509009103,2004,0,0,0,1
10509009144,2004,0,0,1,1
10509009145,2004,2,2,1,1
10509009160,2004,0,0,1,1
10509009168,2004,1,1,1,1
10509009170,2004,2,2,1,1
10509009178,2004,2,2,2,3
10509009205,2004,0,0,1,1
10509009218,2004,1,1,1,1
10509009304,2004,1,1,1,1
10509009308,2004,3,3,1,1
10509009320,2004,4,4,2,3
10509009326,2004,1,1,1,1
10509009330,2004,0,0,1,1
10509009335,2004,4,4,2,1
10509009344,2004,1,1,1,1
10509012021,2004,0,0,1,1
10509012050,2004,1,1,1,1
10509012122,2004,0,0,0,1
10509012127,2004,0,0,1,1
10509012142,2004,3,3,1,1
10509012178,2004,0,0,0,1
10509012186,2004,2,2,1,1
10509012198,2004,0,0,0,1
10509012202,2004,2,2,4,1
10509012250,2004,0,0,0,1
10509012315,2004,1,1,1,1
10509012356,2004,1,1,1,1
10509012369,2004,0,0,0,1
10509012393,2004,0,0,1,1
10509012414,2004,1,1,1,1
10509012418,2004,2,2,2,1
10509012428,2004,1,1,1,1
10509012434,2004,1,1,1,1
10509012444,2004,0,0,1,1
10509012458,2004,0,0,1,1
10509018008,2004,1,1,1,2
10509018029,2004,2,2,2,2
10509018066,2004,0,0,2,1
10509018092,2004,4,4,1,1
10509018107,2004,1,1,1,1
10509018132,2004,0,0,3,0
10509018139,2004,2,2,2,0
10509018162,2004,2,2,1,1
10509018165,2004,1,1,1,1
10509018169,2004,3,3,1,1
10509018170,2004,1,1,1,1
10509018188,2004,1,1,1,1
10509018197,2004,1,1,1,1
10509018218,2004,0,0,1,1
10509018255,2004,3,3,1,1
10509018263,2004,0,0,1,1
10509018289,2004,2,2,1,1
10509018309,2004,1,1,1,1
10509018327,2004,1,1,3,0
10509018351,2004,0,0,1,1
10531001014,2004,1,1,1,2
10531001015,2004,0,0,1,0
10531001060,2004,0,0,1,1
10531001093,2004,1,1,1,1
10531001111,2004,3,3,1,3
10531001122,2004,2,2,3,2
10531001148,2004,2,2,1,1
10531001181,2004,2,2,1,4
10531001188,2004,0,0,2,0
10531001224,2004,0,0,0,1
10531001227,2004,0,0,1,1
10531001229,2004,1,1,1,1
10531001231,2004,1,1,2,2
10531001238,2004,0,0,2,0
10531001246,2004,1,1,2,0
10531001301,2004,0,0,1,1
10531001302,2004,1,1,1,1
10531001330,2004,0,0,0,1
10531001348,2004,2,2,3,1
10531001350,2004,3,3,2,3
10532005012,2004,1,1,6,4
10532005017,2004,2,2,1,1
10532005033,2004,0,0,1,1
10532005047,2004,1,1,1,1
10532005064,2004,0,0,1,1
10532005068,2004,0,0,1,1
10532005072,2004,0,0,1,2
10532005078,2004,1,1,2,0
10532005080,2004,1,1,2,1
10532005086,2004,2,2,1,2
10532005102,2004,1,1,1,1
10532005113,2004,2,2,1,2
10532005126,2004,2,2,1,2
10532005134,2004,1,1,1,1
10532005138,2004,3,3,1,1
10532005176,2004,0,0,1,1
10532005203,2004,2,2,1,1
10532005213,2004,0,0,1,1
10532005239,2004,1,1,2,3
10532005241,2004,1,1,1,1
10532008036,2004,0,0,0,1
10532008040,2004,3,3,1,0
10532008058,2004,2,2,1,1
10532008064,2004,2,2,1,4
10532008097,2004,1,1,1,1
10532008107,2004,1,1,1,1
10532008110,2004,1,1,2,1
10532008118,2004,0,0,0,3
10532008164,2004,0,0,1,1
10532008181,2004,2,2,1,3
10532008201,2004,0,0,1,0
10532008216,2004,0,0,1,2
10532008297,2004,0,0,1,1
10532008329,2004,2,2,1,2
10532008333,2004,2,2,1,1
10532008339,2004,2,2,1,1
10532008353,2004,2,2,1,3
10532008371,2004,1,1,1,1
10532008381,2004,1,1,1,1
10532008414,2004,0,0,1,1
10533005003,2004,2,2,1,1
10533005020,2004,1,1,2,1
10533005040,2004,4,4,2,0
10533005067,2004,2,2,1,1
10533005070,2004,2,2,1,1
10533005076,2004,0,0,2,1
10533005083,2004,0,0,1,3
10533005120,2004,1,1,1,3
10533005122,2004,1,1,1,1
10533005127,2004,0,0,1,1
10533005138,2004,1,1,0,2
10533005141,2004,1,1,1,1
10533005143,2004,0,0,1,1
10533005145,2004,0,0,1,1
10533005152,2004,4,4,1,1
10533005155,2004,1,1,1,1
10533005182,2004,1,1,1,1
10533005203,2004,0,0,1,1
10533005215,2004,1,1,1,0
10533005252,2004,4,4,4,3
10534012007,2004,1,1,2,1
10534012018,2004,1,1,1,2
10534012026,2004,2,2,1,1
10534012029,2004,1,1,1,1
10534012032,2004,1,1,1,1
10534012035,2004,0,0,1,1
10534012045,2004,0,0,0,1
10534012047,2004,0,0,3,2
10534012068,2004,0,0,1,1
10534012082,2004,0,0,1,2
10534012102,2004,2,2,2,1
10534012103,2004,0,0,0,2
10534012117,2004,0,0,2,3
10534012132,2004,1,1,1,0
10534012137,2004,1,1,1,0
10534012182,2004,1,1,1,1
10534012187,2004,0,0,3,1
10534012208,2004,2,2,1,2
10534012211,2004,2,2,2,0
10534012220,2004,1,1,1,1
10535003075,2004,1,1,4,3
10535003104,2004,2,2,1,2
10535003116,2004,0,0,2,3
10535003146,2004,0,0,1,1
10535003174,2004,2,2,1,1
10535003194,2004,0,0,1,2
10535003200,2004,1,1,1,1
10535003275,2004,0,0,1,1
10535003387,2004,1,1,0,2
10535003394,2004,2,2,1,4
10535003431,2004,2,2,1,1
10535003438,2004,2,2,1,1
10535003465,2004,1,1,1,0
10535003469,2004,0,0,0,1
10535003548,2004,2,2,1,2
10535003562,2004,3,3,1,3
10535003573,2004,1,1,2,1
10535003607,2004,1,1,1,0
10535003655,2004,0,0,0,1
10535003670,2004,0,0,4,2
10536002012,2004,1,1,2,2
10536002033,2004,3,3,1,2
10536002086,2004,0,0,0,2
10536002119,2004,0,0,0,1
10536002128,2004,2,2,1,4
10536002163,2004,2,2,2,2
10536002187,2004,3,3,1,4
10536002207,2004,1,1,5,3
10536002265,2004,1,1,0,2
10536002306,2004,1,1,1,1
10536002316,2004,1,1,3,2
10536002393,2004,0,0,1,1
10536002410,2004,2,2,1,1
10536002459,2004,0,0,2,1
10536002596,2004,2,2,1,1
10536002628,2004,3,3,1,1
10536002643,2004,0,0,1,1
10536002644,2004,0,0,2,6
10536002669,2004,2,2,1,1
10536002708,2004,0,0,0,3
10536007059,2004,1,1,2,2
10536007075,2004,3,3,4,3
10536007086,2004,2,2,1,2
10536007139,2004,0,0,1,3
10536007199,2004,1,1,1,1
10536007213,2004,1,1,1,1
10536007221,2004,2,2,1,1
10536007268,2004,1,1,1,2
10536007280,2004,0,0,0,1
10536007307,2004,0,0,1,2
10536007308,2004,0,0,1,1
10536007315,2004,0,0,1,3
10536007330,2004,0,0,1,1
10536007387,2004,0,0,3,1
10536007388,2004,2,2,1,1
10536007396,2004,0,0,1,1
10536007403,2004,0,0,1,1
10536007468,2004,1,1,1,4
10536007494,2004,0,0,1,1
10536007574,2004,0,0,0,2
10536008060,2004,0,0,1,1
10536008061,2004,3,3,1,1
10536008075,2004,4,4,1,1
10536008103,2004,1,1,1,0
10536008104,2004,0,0,1,1
10536008111,2004,1,1,3,3
10536008112,2004,0,0,1,1
10536008114,2004,0,0,0,1
10536008140,2004,0,0,0,2
10536008240,2004,4,4,2,2
10536008375,2004,3,3,3,2
10536008569,2004,1,1,1,1
10536008694,2004,2,2,1,2
10536008711,2004,1,1,1,1
10536008822,2004,0,0,0,1
10536008826,2004,2,2,1,4
10536008839,2004,2,2,1,1
10536008847,2004,2,2,2,2
10536008852,2004,3,3,1,1
10536008972,2004,2,2,1,1
10544007029,2004,0,0,0,1
10544007032,2004,0,0,2,1
10544007047,2004,1,1,2,2
10544007089,2004,2,2,1,1
10544007091,2004,4,4,1,2
10544007100,2004,2,2,1,1
10544007107,2004,0,0,1,1
10544007140,2004,0,0,1,1
10544007166,2004,2,2,1,1
10544007173,2004,0,0,0,1
10544007182,2004,0,0,1,1
10544007236,2004,2,2,1,1
10544007242,2004,0,0,1,1
10544007282,2004,0,0,2,1
10544007296,2004,0,0,2,2
10544007345,2004,0,0,1,1
10544007347,2004,0,0,2,0
10544007396,2004,2,2,1,1
10544007422,2004,0,0,1,1
10544007426,2004,2,2,1,1
10545001020,2004,0,0,1,1
10545001027,2004,5,5,2,1
10545001034,2004,1,1,2,2
10545001036,2004,2,2,1,1
10545001039,2004,0,0,1,1
10545001047,2004,0,0,1,1
10545001050,2004,4,4,2,1
10545001051,2004,1,1,1,3
10545001059,2004,1,1,1,1
10545001066,2004,3,3,2,3
10545001089,2004,0,0,1,1
10545001116,2004,2,2,1,0
10545001121,2004,2,2,1,2
10545001124,2004,1,1,1,1
10545001148,2004,5,5,2,1
10545001155,2004,0,0,1,1
10545001160,2004,1,1,3,1
10545001167,2004,3,3,1,3
10545001171,2004,2,2,1,1
10545001173,2004,2,2,1,1
10546002009,2004,1,1,1,3
10546002058,2004,6,6,2,0
10546002122,2004,0,0,1,1
10546002160,2004,2,2,2,1
10546002172,2004,0,0,1,1
10546002272,2004,1,1,1,2
10546002371,2004,0,0,0,3
10546002389,2004,0,0,1,1
10546002432,2004,2,2,3,1
10546002453,2004,4,4,1,1
10546002455,2004,2,2,1,1
10546002461,2004,1,1,1,1
10546002467,2004,0,0,1,1
10546002488,2004,0,0,1,1
10546002509,2004,1,1,1,2
10546002547,2004,2,2,1,1
10546002595,2004,3,3,1,2
10546002597,2004,2,2,1,1
10546002745,2004,0,0,1,1
10546002761,2004,0,0,0,1
20101008012,2004,2,2,2,1
20101008053,2004,2,2,2,1
20101008061,2004,3,3,1,1
20101008080,2004,4,4,1,1
20101008085,2004,1,1,1,2
20101008091,2004,2,2,1,1
20101008100,2004,1,1,2,4
20101008128,2004,4,4,1,1
20101008136,2004,1,1,2,1
20101008146,2004,2,2,4,4
20101008193,2004,0,0,2,2
20101008196,2004,4,4,0,1
20101008197,2004,0,0,1,1
20101008207,2004,0,0,2,3
20101008237,2004,1,1,2,2
20101008268,2004,0,0,2,1
20101008270,2004,0,0,0,1
20101008276,2004,1,1,4,3
20101008291,2004,1,1,1,1
20101008309,2004,2,2,1,1
20101022005,2004,3,3,2,2
20101022018,2004,1,1,1,1
20101022029,2004,0,0,3,1
20101022035,2004,0,0,1,1
20101022044,2004,0,0,2,3
20101022061,2004,0,0,2,1
20101022075,2004,3,3,3,1
20101022085,2004,0,0,1,1
20101022119,2004,2,2,3,3
20101022135,2004,2,2,4,0
20101022157,2004,1,1,1,1
20101022168,2004,2,2,2,1
20101022176,2004,1,1,1,1
20101022188,2004,2,2,3,2
20101022206,2004,3,3,2,2
20101022217,2004,1,1,2,1
20101022256,2004,1,1,2,2
20101022272,2004,1,1,2,2
20101022282,2004,2,2,1,1
20101022346,2004,4,4,3,3
20102009007,2004,1,1,1,1
20102009019,2004,0,0,1,1
20102009029,2004,1,1,1,1
20102009040,2004,2,2,1,1
20102009069,2004,3,3,1,2
20102009078,2004,6,6,2,1
20102009108,2004,0,0,1,1
20102009126,2004,5,5,1,2
20102009183,2004,2,2,1,1
20102009204,2004,0,0,1,1
